Candidate,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Expenditure Type,Amount,Purpose,Election Type,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment
"Olsen, Andrea",09/16/2020 to 10/14/2020,C5,10/13/2020,,Kathleen,,Williams,PO Box 548,Bozeman,MT,59771,,2,100.0,Campaign contribution - US House of Representatives,GN,,,,,,,
"Olsen, Andrea",09/16/2020 to 10/14/2020,C5,10/13/2020,,Monica,,Tranel,PO Box 7503,Missoula,MT,59807,,2,100.0,Campaign contribution - PSC District 4,GN,,,,,,,
"Olsen, Andrea",09/16/2020 to 10/14/2020,C5,10/18/2020,MDLCC,,,,PO Box 802,Helena,MT,59624,,2,170.0,Contribution to State Democratic Party,GN,,,,,,,
"Olsen, Andrea",09/16/2020 to 10/14/2020,C5,10/13/2020,,Raph,,Graybill,PO Box 2728,Great Falls,MT,59403,,2,100.0,Campaign contribution - MT Attorney General,GN,,,,,,,
"Olsen, Andrea",09/16/2020 to 10/14/2020,C5,09/29/2020,ActBlue,,,ActBlue,PO Box 441146,Somerville,MA,2144,,2,3.95,On line fee - 1 donation rec'd 9/29,GN,,,,,,,
"Olsen, Andrea",08/16/2020 to 09/15/2020,C5,08/27/2020,ActBlue,,,,PO Box 441146 ,Somerville,MA,2144,,2,1.98,On line fee - 1 donation rec'd 8/27,GN,,,,,,,
"Olsen, Andrea",06/16/2020 to 08/15/2020,C5,08/03/2020,ActBlue,,,,PO Box 441146 ,Somerville,MA,2144,,2,14.22,On line fees - 2 donations,GN,,,,,,,
"Olsen, Andrea",05/15/2020 to 06/15/2020,C5,06/15/2020,First Interstate Bank,,,First Interstate Bank,101 E Front St,Missoula,MT,59802,,2,797.25,Transfer Primary Funds to General,PM,,,,,,,
"Olsen, Andrea",01/01/2020 to 03/15/2020,C5,01/15/2020,MT Secretary of State,,,,PO Box 202801,Helena,MT,59620,,2,15.0,Filing fee for HD 100,PM,,,,,,,
"Peregoy, Sharon  S",11/21/2020 to 12/31/2020,C5,12/28/2020,Big Horn  County News,,,,204 N. Center Ave.,Hardin,MT,590034,,2,250.0,Thank you ad,GN,,,,Big Horn County News print,,,N
"Peregoy, Sharon  S",10/21/2020 to 11/20/2020,C5,10/23/2020,Big Horn  County News ,,,,204 N. Center Ave.,Hardin,MT,590034,,2,250.0,"News Paper Ad ran on Oct. 29, 2020  for election",GN,,,,,, Re-elect Sharon Stewart Peregoy HD 42,N
"Peregoy, Sharon  S",10/21/2020 to 11/20/2020,C5,10/26/2020,,Sharon,S,Peregoy,P.O. Box 370,Crow Agency,MT,59022,,2,211.2,"milage cost to canvas Pryor, Wyola , Crow Agency, Lodge Grass, Ft. Smith (384miles)",GN,,,,,"Went to each town during the week of Oct. 26-30,2020",campaign,N
"Lamb, John",10/21/2020 to 11/21/2020,C5,10/31/2020,The Madisonian ,,,,po box 365,ennis,MT,59729,,2,316.0,Newspaper ad,GN,,,,print,one time ,"Informational advert for who John Lamb is as a state senate candidate, the issues he felt were important and promised to address.",
"Lamb, John",10/21/2020 to 11/21/2020,C5,10/31/2020,Lone Peak Lookout,,,,po box 365,ennis,MT,59729,,2,188.0,Newspaper ad for who John Lamb is. ,GN,,,,print,one time ,"Information for who John Lamb is, why to vote for him, what he felt was important for MT, the main issues he stood on. ",
"Lamb, John",10/21/2020 to 11/21/2020,C5,11/02/2020,,Rebekah,,Lamb,1627 West Main Street Suite 101,Bozeman,MT,59715,,2,155.0,labor for making pies,GN,,,,,20,labor,
"Lamb, John",10/21/2020 to 11/21/2020,C5,11/20/2020,Wells Fargo,,,Wells Fargo,211 West Main Street,Bozeman,MT,59715,,2,15.0,Transfer of Primary funds to General Funds,PM,,,,,,,
"Lamb, John",10/21/2020 to 11/21/2020,C5,12/09/2020,Save The Storks,,,,4050 Lee Vance View Suite 300,Colorado Springs ,CO,80918,,2,16.54,Donation of the remaining funds,GN,,,,,,,
"Lamb, John",10/21/2020 to 11/20/2020,C7E,11/02/20,"Lamb, Rebekah",,,,1627 West Main Street Suite 101,Bozeman,MT,59715,,All Other Expenditures,155.0,labor for making pies,General,n/a,20,labor,,,,
"Lamb, John",10/21/2020 to 11/20/2020,C7E,10/31/20,Lone Peak Lookout,,,,po box 365,ennis,MT,59729,,All Other Expenditures,188.0,Newspaper ad ,General,print,one time ,information ,,,,
"Lamb, John",10/21/2020 to 11/20/2020,C7E,10/31/20,The Madisonian ,,,,po box 365,ennis,MT,59729,,All Other Expenditures,316.0,Newspaper ad,General,print,one time ,information ,,,,
"Lamb, John",09/21/2020 to 10/20/2020,C5,10/26/2020,Town Pump Food Stores,,,,116 W Main ,Ennis,MT,59729,,2,20.0,Gas,GN,,,,gas station ,8.973 g ,campaigning ,
"Lamb, John",09/21/2020 to 10/20/2020,C5,10/07/2020,Casey's Corner Store,,,,2050 S Park ST,Livingston,MT,59047,,2,28.45,Gas,GN,,,,gas station,12.936 g,campaigning ,
"Lamb, John",09/21/2020 to 10/20/2020,C5,10/10/2020,Casey's Corner ,,,,81855 Gallitan Rd,Bozeman,MT,59718,,2,25.0,Gas,GN,,,,gas station,prepaid ,campaigning,
"Lamb, John",09/21/2020 to 10/20/2020,C5,10/01/2020,Exxon Express Pay,,,,633 Montana St ,Dillon ,MT,59725,,2,31.21,Gas,GN,,,,gas station,13.939 g,campaigning,
"Lamb, John",09/21/2020 to 10/20/2020,C5,10/02/2020,Exxon Express Pay,,,,633 Montana St ,Dillon ,MT,59725,,2,20.02,Gas,GN,,,,gas station,8.943 g,campaigning ,
"Lamb, John",09/21/2020 to 10/20/2020,C5,10/12/2020,Casey's Corner Store,,,,2050 S Park ST,Livingston,MT,59047,,2,29.94,GAS - volunteer 15.57 gal@$2.89,GN,,,,gas station ,13.614 g,CAMPAIGNING,
"Lamb, John",09/21/2020 to 10/20/2020,C5,10/11/2020,Town Pump Food Stores,,,,635 North Montana ,Dillon,MT,59725,,2,36.13,"Diesel, tea",GN,,,,gas station,"12.337 gallons, four teas ",Campaigning ,
"Lamb, John",09/21/2020 to 10/20/2020,C5,10/10/2020,Town Pump Food Stores,,,,415 North Whitehall ,whitehall ,MT,59759,,2,42.99,Diesel,GN,,,,Diesel,19.552 gallons,Diesel,
"Lamb, John",09/21/2020 to 10/20/2020,C5,10/12/2020,Town Pump Food Stores,,,,415 North Whitehall ,whitehall ,MT,59759,,2,22.5,Diesel,GN,,,,Diesel,10.003 gallons,Diesel,
"Lamb, John",09/21/2020 to 10/20/2020,C5,10/15/2020,Dillon Tribune,,,,31 S Idaho ST ,Dillon ,MT,59725,,2,326.0,Newspaper ad,GN,,,,Dillon Tribune ad,Once,Who John Lamb is. ,
"Lamb, John",08/21/2020 to 09/20/2020,C5,08/28/2020,usps,,,,6536 HWY 287,norris ,MT,59745,,2,1750.0,"STAMPS,",GN,,,,mailing,"5,000",usps post card stamps,
"Lamb, John",06/21/2020 to 07/20/2020,C5,07/15/2020,Staples,,,,200 S 23rd ave,Bozeman,MT,59715,,2,268.05,"labels, stamps",GN,,,,physical,"1000 labels, 3 stamps",For amending materials,
"Lamb, John",05/21/2020 to 06/20/2020,C5,06/16/2020,Amazon,,,,1200 12th Avenue South Suite 1200,Seattle,WA,98144,,2,57.02,Labels,GN,,,,for mailing cards,two packets,voter's addresses,
"Lamb, John",04/21/2020 to 05/20/2020,C5,05/04/2020,Float Hosting ,,,,Wilmington  28443,Wilmington ,NC,28443,,2,119.65,"website, domain, etc",GN,,,,johnlambforsenate.com,,johnlambforsenate.com,
"Lamb, John",04/21/2020 to 05/20/2020,C5,05/16/2020,My Campaign Store,,,,304 Whittington Pkwy Ste 201,Louisville,KY,40222,,2,2932.5,"signs, cards",GN,,,,printed material ,"300 signs, 10000 cards, 5000 door hangers",introduction and voting ,
"Gay, Chase  P",10/16/2020 to 05/03/2022,C5,05/03/2022,Valley Banks,,,Valley Banks,Box 9,Ronan,MT,59864,,2,25.0,"Dormant Account Fee, Valley Banks",GN,,,,,"5 charges, December 2021-April 2021",,N
"Gay, Chase  P",10/16/2020 to 05/03/2022,C5,11/01/2020,ActBlue Technical Services,,,,366 Summer Street,Somerville,MA,2144,,2,2.9699999999999998,Credit card processing fee,GN,,,,,2 donations,,N
"Gay, Chase  P",10/16/2020 to 05/03/2022,C5,11/03/2020,ActBlue Technical Services,,,,366 Summer Street,Somerville,MA,2144,,2,0.99,Credit card processing fee,GN,,,,ActBlue,2 donations,,N
"Gay, Chase  P",10/16/2020 to 05/03/2022,C5,11/23/2020,"Mailing Technical Services, Inc.",,,,850 S. 27th Street,Billings,MT,59103,,2,4212.87,"MDLCC Mailers Program, mailers",GN,,,,,"4046 in September, 10,736 in October",,N
"Gay, Chase  P",10/16/2020 to 05/03/2022,C5,11/27/2020,The Billings Times,,,,2919 Montana Avenue,Billings,MT,59101,,2,2463.32,Postcard Mailers,GN,,,,,"14,817 total",,N
"Gay, Chase  P",10/16/2020 to 05/03/2022,C5,05/03/2022,Soft Landing Missoula,,,,939 Stephens Avenue,Missoula,MT,59801,,2,536.13,Donation of Campaign Funds after Election,GN,,,,,,,N
"Gay, Chase  P",10/16/2020 to 05/03/2022,C5,05/03/2022,Valley Bank,,,Valley Bank,Box 9,Ronan,MT,59864,,2,25.0,Monthly Card Fee,GN,,,,,April 2020-November 2021,,N
"Gay, Chase  P",09/16/2020 to 10/15/2020,C5,10/15/2020,ActBlue,,,,366 Summer Street,Somerville,MA,2144,,2,19.74,Credit Card Processing Fee- 12 contributions,GN,,,,,,,
"Gay, Chase  P",08/16/2020 to 09/15/2020,C5,09/15/2020,ActBlue,,,,366 Summer Street,Somerville,MA,2144,,2,12.5,Credit Card Processing Fee - 9 contributions,GN,,,,,,,
"Gay, Chase  P",06/16/2020 to 08/15/2020,C5,08/15/2020,ActBlue,,,,366 Summer Street,Somerville,MA,2144,,2,49.02,Credit Card Processing Fee- 21 contributions,GN,,,,,,,
"Gay, Chase  P",05/16/2020 to 06/15/2020,C5,06/15/2020,ActBlue,,,,366 Summer Street,Somerville,MA,2144,,2,41.21,Credit Card Processing Fee - 23 contributions,GN,,,,,,,
"Gay, Chase  P",04/16/2020 to 05/15/2020,C5,05/15/2020,ActBlue,,,,366 Summer Street,Somerville,MA,2144,,2,13.45,Credit Card Processing Fee- 8 contributions,GN,,,,,,,
"Gay, Chase  P",03/16/2020 to 04/15/2020,C5,04/15/2020,ActBlue,,,,366 Summer Street,Somerville,MA,2144,,2,11.27,Credit Card Processing Fee- 6 contributions,GN,,,,,,,
"Gay, Chase  P",01/01/2020 to 03/15/2020,C5,03/15/2020,ActBlue,,,,366 Summer Street,Somerville,MA,2144,,2,66.63,Credit Card Processing Fee- 29 contributions,GN,,,,,,,
"Hansen, LouAnn",11/16/2020 to 01/10/2021,C5,11/16/2020,USPS,,,,1100 W. Kent Ave,Missoula,MT,59801.0,,2,44.0,Eighty  55 cent stamps for donor thank you notes.,GN,,,,,,,
"Hansen, LouAnn",11/16/2020 to 01/10/2021,C5,11/16/2020,Walmart,,,,3555 Mullan Rd.,Missoula,MT,59808.0,,2,19.96,100 Thank you notes for campaign donors,GN,,,,,,,
"Hansen, LouAnn",11/16/2020 to 01/10/2021,C5,12/02/2020,Missoula Downtown Association,,,,"218 E Main Street, Suite C",Missoula,MT,59802.0,,2,376.0,Fifteen $25. gift cards as thank yous for campaign team volunteers.,GN,,,,,,,
"Hansen, LouAnn",11/16/2020 to 01/10/2021,C5,12/02/2020,USPS,,,,1100 W. Kent Ave,Missoula,MT,59801.0,,2,44.0,Eighty 55 cent stamps for donor thank you notes and gift cards for campaign volunteers.,GN,,,,,,,
"Hansen, LouAnn",11/16/2020 to 01/10/2021,C5,12/02/2020,Walmart,,,,4000 Highway 93 S.,Missoula,MT,59804.0,,2,5.5,40 thank you notes for campaign donors.,GN,,,,,,,
"Hansen, LouAnn",10/16/2020 to 11/15/2020,C5,10/30/2020,ActBlue,,,,366 Summer Street,Sommerville,MA,2144.0,,2,1.26,Fees charged on 7 donor contributions 10/21-25/2020.,GN,,,,,,,
"Hansen, LouAnn",10/16/2020 to 11/15/2020,C5,10/17/2020,ActBlue,,,,366 Summer Street,Sommerville,MA,2144.0,,2,80.75,"Fees charges on 24 donors from 10/5-10, 2020",GN,,,,,,,
"Hansen, LouAnn",10/16/2020 to 11/15/2020,C5,10/24/2020,ActBlue,,,,366 Summer Street,Sommerville,MA,2144.0,,2,11.69,"Fees charged on 9 donor contributions 10/15-17, 2020.",GN,,,,,,,
"Hansen, LouAnn",10/16/2020 to 11/15/2020,C5,10/20/2020,ActBlue,,,,366 Summer Street,Sommerville,MA,2144.0,,2,2.59,"Fees charged on 4 donor contributions on 10/12-24, 2020.",GN,,,,,,,
"Hansen, LouAnn",10/16/2020 to 11/15/2020,C5,11/06/2020,ActBlue,,,,366 Summer Street,Sommerville,MA,2144.0,,2,2.13,Fees charged on 9 donor contributions 10/26-11/1/2020.,GN,,,,,,,
"Hansen, LouAnn",10/16/2020 to 11/15/2020,C5,11/10/2020,ActBlue,,,,366 Summer Street,Sommerville,MA,2144.0,,2,2.47,Fees charged on 1 donor 11/4/2020.,GN,,,,,,,
"Hansen, LouAnn",09/16/2020 to 10/15/2020,C5,10/12/2020,Missoula County Democrats,,,,PO Box 9305,Missoula,MT,59807.0,,2,900.0,Donation to Missoula County Democratic Central Committee,GN,,,,,,,
"Hansen, LouAnn",09/16/2020 to 10/15/2020,C5,09/30/2020,Act Blue,,,,366 Summer Street,Sommerville,MA,2144.0,,2,119.96,"fees charged on 211 donations to campaign, dates covered 9/28/20 - 9/30/20",GN,,,,,,,
"Hansen, LouAnn",09/16/2020 to 10/15/2020,C5,09/29/2020,USPS,,,,11815 Lewis Clark Drive,Lolo,MT,59847.0,,2,44.0,80 first class stamps at $.55 each for donor thank you notes,GN,,,,,,,
"Hansen, LouAnn",09/16/2020 to 10/15/2020,C5,09/27/2020,ActBlue,,,,366 Summer Street,Sommerville,MA,2144.0,,2,11.1,"fees charged on 16 donations to campaign, dates covered 9/21/20 - 9/26/20",GN,,,,,,,
"Hansen, LouAnn",09/16/2020 to 10/15/2020,C5,10/01/2020,"Ballot Box Media, LLC",,,,437 Hidden Valley Lane,Cincinatti,OH,45215.0,,2,500.0,"2 thirty second assets (videos) to introduce candidate: community service, straight shooter",GN,,,,videos to post on candidate Facebook page,,,
"Hansen, LouAnn",09/16/2020 to 10/15/2020,C5,10/09/2020,Garage Tees,,,,"725 W Alder St., Suite 9",Missoula,MT,59802.0,,2,380.4,White Campaign T-Shirts (30),GN,,,,,30,"Candidate's campaign sign LouAnn Hansen for MT HD 97, Democrat, disclaimer and address of campaign",
"Hansen, LouAnn",09/16/2020 to 10/15/2020,C5,09/20/2020,ActBlue,,,,366 Summer Street,Sommerville,MA,2144.0,,2,15.08,"fees charged on 22 donations to campaign, dates covered 9/16/20 - 9/20/20",GN,,,,,,,
"Hansen, LouAnn",09/16/2020 to 10/15/2020,C5,10/04/2020,ActBlue,,,,366 Summer Street,Sommerville,MA,2144.0,,2,269.38,"fees charged on 354 donations, dates covered 10/1/20  - 10/4/20",GN,,,,,,,
"Hansen, LouAnn",09/16/2020 to 10/15/2020,C5,10/13/2020,MDLCC,,,,PO Box 802,Helena,MT,59624.0,,2,4000.0,Paid door canvassers 10/16 - 11/3/20 to persuade voters to vote for LouAnn Hansen For MT HD 97.,GN,,,,,,,
"Hansen, LouAnn",09/16/2020 to 10/15/2020,C5,10/06/2020,Missoula Current,,,,PO Box 2935,Missoula,MT,59806.0,,2,595.0,"leaderboard ad online to play 10/6 - 11/3 persuading voters to vote for candidate ""LouAnn Hansen For MT HD 97""",GN,,,,online at missoulacurrent.com,,,
"Hansen, LouAnn",09/16/2020 to 10/15/2020,C5,10/12/2020,Thomas Printing,,,,PO Box 9048,Kalispell,MT,59904.0,,2,462.4,3000 - Walk Cards - Introducing Candidate and Outlining Candidate Policy Positions,GN,,,,walkcards,3000,Candidate's top three talking points,
"Hansen, LouAnn",09/16/2020 to 10/15/2020,C5,10/14/2020,Missoulian,,,,500 S. Higgins Ave.,Missoula,MT,59801.0,,2,1618.0,"4 3x5in ads to run 10/18, 10/21/10/25, 10/28 $292 each; online billboard impressions 10/18-11/3 $450",GN,,,,In print and online editions,,"Persuasion ads to vote for LouAnn Hansen For MT HD 97, top three talking points, disclaimer, address",
"Hansen, LouAnn",09/16/2020 to 10/15/2020,C5,09/25/2020,ActBlue,,,,366 Summer Street,Sommerville,MA,2144.0,,2,8.38,"fees charged on 7 donations to campaign, dates covered 8/31/20 - 9/6/20.",GN,,,,,,,
"Hansen, LouAnn",09/16/2020 to 10/15/2020,C5,10/09/2020,Townsquare Media,,,,3250 S Reserve St,Missoula,MT,59801.0,,2,1155.0,"18 radio spots on KGVO and KYSS on Oct 13-15, voice of candidate introducing self, 20,000 banner ads on 963theblaze.com, 20,000 banner ads on newstalk",GN,,,,on air and online ,"18 on air ads, 20,000 ad impressions on 963theblaze.com, 20,000 ad impressions on newstalkkgvo.com  to run 10/13 - 11/2/20",Persuasion ads to vote for Candidate LouAnn Hansen For MT HD 97,
"Hansen, LouAnn",09/16/2020 to 10/15/2020,C5,10/08/2020,Missoulian,,,,500 S. Higgins Ave.,Missoula,MT,59801.0,,2,560.0,Candidate campaign ad 1/4 page in voter guide,GN,,,,in print and online editions in voter guide published on 10/11/20,One  ,"Persuasion to vote for LouAnn Hansen For HD 97, public education, affordable health care, public lands in public hands, supports military, law enforcement, 2nd amendment rights",
"Hansen, LouAnn",09/16/2020 to 10/15/2020,C5,10/14/2020,Billings TImes,,,,2919 Montana Ave.,Billings,MT,59101.0,,2,1788.15,"10,218 postcards printed (5 persuasion postcards to vote for LouAnn Hansen For MT HD 97 mailed 9/23-10/14/20",GN,,,,postcards,"10,218","Top three candidate talking points, community volunteer, getting ballot returned, compare and contrast check list with opponent, public education advocate, get out the vote",
"Hansen, LouAnn",09/16/2020 to 10/15/2020,C5,10/03/2020,Loni Conley For MT HD #96,,,,PO 16241,Missoula,MT,59808.0,,2,180.0,Donation to Candidate's campaign,GN,,,,,,,
"Hansen, LouAnn",08/16/2020 to 09/15/2020,C5,08/20/2020,Home Depot,,,,2725 Radio Way,Missoula,MT,59808.0,,2,94.0,20 6 foot metal fence posts to hold up large campaign signs,GN,,,,,20.0,,
"Hansen, LouAnn",08/16/2020 to 09/15/2020,C5,09/15/2020,ActBlue,,,,PO Box 441146,Sommerville,MA,2144.0,,2,24.61,Act Blue fees charges for processing  21 online donations,GN,,,,,,,
"Hansen, LouAnn",06/16/2020 to 08/15/2020,C5,06/30/2020,Walmart,,,,3555 Mullan Rd.,Missoula,MT,59808.0,,2,9.98,50 Thank-you notes to send to donors.,GN,,,,,,,
"Hansen, LouAnn",06/16/2020 to 08/15/2020,C5,08/15/2020,,Barbara,,Taras Morgan,1610 Charlott,Missoula,MT,59801.0,,2,20.0,Barbara made two contributions at $100 each.  The $180 contribution limit was exceeded by $20.  This is a refund of the $20 overage. CK#110,GN,,,,,,,
"Hansen, LouAnn",06/16/2020 to 08/15/2020,C5,07/27/2020,USPS,,,,1100 W. Kent Ave,Missoula,MT,59801.0,,2,44.0,80 first class stamps at .55 each for donor thank-you notes and campaign correspondence.,GN,,,,,,,
"Hansen, LouAnn",06/16/2020 to 08/15/2020,C5,08/15/2020,ActBlue,,,,PO Box 441146,Sommerville,MA,2144.0,,2,47.07,ActBlue fees charged on 22 donations received through online ActBlue,GN,,,,,,,
"Hansen, LouAnn",06/16/2020 to 08/15/2020,C5,08/14/2020,Alphagraphics,,,,1947 South Ave. W.,Missoula,MT,59801.0,,2,1403.0,50 candidate campaign yard signs and ten 36 in x 48 in candidate campaign signs,GN,,,,,,,
"Hansen, LouAnn",06/16/2020 to 08/15/2020,C5,08/07/2020,Claire Shinner Photography,,,,237 East Front Street,Missoula,MT,59802.0,,2,150.0,Photo shoot for digital photos for candidate campaign mailers to voters promoting candidate.,GN,,,,,,,
"Hansen, LouAnn",05/16/2020 to 06/15/2020,C5,06/08/2020,Walmart,,,,4000 Hwy 93 South,Missoula,MT,59804.0,,2,14.96,600 envelopes for mailing letters to potential donors,GN,,,,for mailing letters to potential donors,600 envelopes (4 boxes legal size) ,Envelopes for mailing letters to potential donors,
"Hansen, LouAnn",05/16/2020 to 06/15/2020,C5,05/29/2020,USPS,,,,1100 West Kent Ave.,Missoula,MT,59801.0,,2,44.0,stamps for donor thank yous and potential donor letters,GN,,,,postage stamps,4 Books of .55 cent stamps (80 stamps),Flag postage stamps,
"Hansen, LouAnn",05/16/2020 to 06/15/2020,C5,06/09/2020,USPS,,,,11815 Lewis and Clark Dr.,Lolo,MT,59847.0,,2,330.0,Postage stamps for mailing 600 potential donor letters,GN,,,,Postage stamps,600 first class postage at .55 each,Flag stamps ,
"Hansen, LouAnn",05/16/2020 to 06/15/2020,C5,06/15/2020,ActBlue,,,,PO Box 441146,Sommerville,MA,2144.0,,2,28.69,ActBlue fees 5/16/20-6/15/20 for 14 online donors,GN,,,,Online/Internet,14 online donors,Fees collected for online ActBlue donations to campaign,
"Hansen, LouAnn",05/16/2020 to 06/15/2020,C5,06/15/2020,Clearwater Credit Union,,,Clearwater Credit Union,3600 Brooks Street,Missoula,MT,59801.0,,2,2342.05,Transfer of primary funds to the general funds,PM,,,,,,,
"Hansen, LouAnn",04/16/2020 to 05/15/2020,C5,05/10/2020,Thomas Printing,,,,P O Box 9048,Kalispell,MT,59904,,2,400.0,Walk card/post card printing to introduce candidate to the voters in HD 97,PM,,,,Walk card/Post card,3000,"Introduction of candidate to the voters ie talking points, background, contact information",
"Hansen, LouAnn",04/16/2020 to 05/15/2020,C5,04/24/2020,USPS,,,,1100 W Kent,Missoula,MT,59801,,2,33.0,60 first class postage stamps at .55 each,PM,,,,first class postage stamps,60,postage stamps to mail thank you notes and mail bill payments,
"Hansen, LouAnn",04/16/2020 to 05/15/2020,C5,05/12/2020,ACTBLUE,,,,PO BOX 441146,SOMERVILLE,MA,02144-0,,2,11.07,ActBlue fees on 5/2/20 180. (7.11); 5/10/20 50.(1.98); 5/12/20 50.(1.98),PM,,,,ActBlue on line donations to candidates campaign,"3 transactions on 5/2/20, 5/10/20, 5/12/20",ActBlue on line donations to candidates campaign,
"Hansen, LouAnn",04/16/2020 to 05/15/2020,C5,04/20/2020,Alphagraphics,,,,1947 South Ave,Missoula,MT,59801,,2,803.29,50 Candidate campaign yard signs,PM,,,,small yard signs,50,Vote for Candidate for HD 97,
"Hansen, LouAnn",04/16/2020 to 05/15/2020,C5,04/17/2020,MDLCC,,,,P. O. Box 802,Helena,MT,59624,,2,50.0,Set up fee for walk cards,PM,,,,walk card/post card,1,Candidate introduction/background to voters in HD 97,
"Hansen, LouAnn",04/16/2020 to 05/15/2020,C5,05/10/2020,Mailing Technical Services,,,,850 S. 27th Street,Billings,MT,59103,,2,406.2,"Ink jet names, address, permit, data work; standard mail letter postage",PM,,,,on walk cards/post cards,1354,Introduction of candidate/background/talking points to voters in HD 97,
"Hansen, LouAnn",10/01/2019 to 12/31/2019,C5,10/23/2019,Clearwater Credit Union,,,Clearwater Credit Union,3600 Brooks Street,Missoula,MT,59801,,2,14.0,Checking account check order for 80 checks (deducted from account),PM,,,,,,,
"Hansen, LouAnn",10/01/2019 to 12/31/2019,C5,10/11/2019,USPS,,,,1100 W Kent,Missoula,MT,59801,,2,288.2,524 USPS first class postage stamps for potential donor letters at $.55 each (Ck#0090),PM,,,,,,,
"Hansen, LouAnn",10/01/2019 to 12/31/2019,C5,10/28/2019,Alphagraphics,,,,1947 South Ave,Missoula,MT,59801,,2,378.14,"10 campaign yard signs, 2 magnetic campaign car signs for campaign advertising (ck#0091)",PM,,,,,,,
"Hansen, LouAnn",10/01/2019 to 12/31/2019,C5,11/18/2019,MDLCC,,,,303 N Ewing St.,Helena,MT,59601,,2,25.0,Set up fee for donor remit envelopes (ck#0092),PM,,,,,,,
"Hansen, LouAnn",10/01/2019 to 12/31/2019,C5,11/18/2019,USPS,,,,1100 W Kent,Missoula,MT,59801,,2,132.0,240 USPS first class postage at $.55 each for potential donor letters (ck#0093),PM,,,,,,,
"Hansen, LouAnn",10/01/2019 to 12/31/2019,C5,12/06/2019,Thomas Printing,,,,P O Box 9048,Kalispell,MT,59904,,2,214.53,1000 donor remit envelopes and shipping (ck#0094),PM,,,,,,,
"Hansen, LouAnn",10/01/2019 to 12/31/2019,C5,12/31/2019,ACTBLUE,,,,PO BOX 441146,SOMERVILLE,MA,02144-0,,2,29.86,ActBlue management fees on 15 online donations to campaign,PM,,,,,,,
"Hansen, LouAnn",09/09/2019 to 09/30/2019,C5,09/23/2019,ACTBLUE,,,,PO BOX 441146,SOMERVILLE,MA,02144-0,,2,3.37,"Processing fee for two ActBlue online donations (MH, DT)",PM,,,,,,,
