Candidate,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Expenditure Type,Amount,Purpose,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment
"Stansberry, Rachel",10/02/2018 to 10/24/2018,C5,10/26/2018,Lewistown News Argus,,,,Po Box 900,Lewistown,MT,59457.0,,2,399.6,"Newspaper Ads on Oct 6,13,17,20,24, 27, no mention of my opponent, just listing what I stand for (Economy, Education, Public Lands, Health Care)",GN,,,,
"Stansberry, Rachel",10/02/2018 to 10/24/2018,C5,10/09/2018,Pheasants Forever-Central Montana Chapter,,,,PO Boxholder,Lewistown,MT,59457.0,,2,25.0,Banquet dinner for meeting voters. ,GN,,,,
"Stansberry, Rachel",10/02/2018 to 10/24/2018,C5,10/22/2018,Ballyhoo Printing,,,,827 Frontage RD,Lewistown,MT,59457.0,,2,641.0,1000 Door Hangers design and printing content containing candidate info and positions and reminder to vote on November 6. No mention of opponent. ,GN,,,,
"Stansberry, Rachel",10/02/2018 to 10/24/2018,C5,10/12/2018,USPS-Lewistown,,,,204 3rd Ave,Lewistown,MT,59457.0,,2,100.0,200 stamps to mail walk cards that were printed in primary. ,GN,,,,
"Stansberry, Rachel",10/02/2018 to 10/24/2018,C5,10/09/2018,Rindals Country Courner,,,,102 W. Main St.,Lewistown,MT,59457.0,,2,20.03,"gas for canvassing and putting up yard signs in Lewistown, Roy and Grass Range.  ",GN,,,,
"Stansberry, Rachel",10/02/2018 to 10/24/2018,C5,10/11/2018,USPS Roundup,,,,908 Main St,Roundup ,MT,59072.0,,2,150.0,300 Stamps to send walk cards to voters that were printed in primary. ,GN,,,,
"Stansberry, Rachel",06/21/2018 to 10/01/2018,C5,09/11/2018,Scooter Promo,,,,1401 Harvest Glen Drive,Plano,TX,75074.0,,2,993.96,"100 YARD SIGNS  for ""Vote Rachel Stansberry HD 29 "" and 4 llarge signs same content",GN,,,,
"Stansberry, Rachel",06/21/2018 to 10/01/2018,C5,08/23/2018,Ballyhoo Printing,,,,827 Frontage RD,Lewistown,MT,59457.0,,2,16.0,2 Montana name tags for candidate,GN,,,,
"Stansberry, Rachel",06/21/2018 to 10/01/2018,C5,07/01/2018,Fort Lewis Trading Company,,,,Main Street,LEWISTOWN,MT,59457.0,,2,13.41,Gas for campaign activity in Winifred and Grass Range,GN,,,,
"Stansberry, Rachel",06/21/2018 to 10/01/2018,C5,07/01/2018,,Mary Jo,,Hamling,1110 W. Water Street,Lewistown,MT,59457.0,,2,6.99,Reimbursement for Food provided for Meet and Greet ,GN,,,,
"Stansberry, Rachel",06/21/2018 to 10/01/2018,C5,10/02/2018,USPS-Lewistown,,,,204 3rd Ave,Lewistown,MT,59457.0,,2,500.0,10 rolls of 100 stamps ($.50 each)Postage to mail 1000 walk cards to voters. ,GN,,,,
"Stansberry, Rachel",06/21/2018 to 10/01/2018,C5,07/02/2018,Shopko,,,,825 NE Main,Lewistown,MT,59457.0,,2,55.99,Candy Purchased for Lewistown Parade,GN,,,,
"Stansberry, Rachel",06/21/2018 to 10/01/2018,C5,07/02/2018,Eastman Sign Co,,,,701 East Main Street,Lewistown ,MT,59457.0,,2,75.0,2 x 6 Banner for July 4 Parade 'Democracy requires Participation',GN,,,,
"Stansberry, Rachel",06/21/2018 to 10/01/2018,C5,08/12/2018,Act Blue,,,,366 Summer Street,Somerville,MA,2144.0,,2,0.99,Service Fee,GN,,,,
"Stansberry, Rachel",06/21/2018 to 10/01/2018,C5,08/20/2018,Lewistown News Argus,,,,Po Box 900,Lewistown,MT,59457.0,,2,71.55,1 x ad ran on 7/25/18 stating 'meet me at the Fair' with a photo,GN,,,,
"Stansberry, Rachel",06/21/2018 to 10/01/2018,C5,09/10/2018,Act Blue,,,,366 Summer Street,Somerville,MA,2144.0,,2,3.95,service fee for Act Blue,GN,,,,
"Stansberry, Rachel",06/21/2018 to 10/01/2018,C5,09/24/2018,Act Blue,,,,Box 441146,Somerville ,MA,2129.0,,2,7.11,Service charge,GN,,,,
"Stansberry, Rachel",06/21/2018 to 10/01/2018,C5,09/28/2018,USPS-Lewistown,,,,204 3rd Ave,Lewistown,MT,59457.0,,2,100.0,200 ($.50 each) stamps for mailing 'walk card' to voters,GN,,,,
"Stansberry, Rachel",06/21/2018 to 10/01/2018,C5,07/18/2018,Lewistown News Argus,,,,Po Box 900,Lewistown,MT,59457.0,,2,63.6,"1 x ad ran on 6/9/18 Thank You Ad to supporters in primary, reminder to vote on November 6 ",GN,,,,
"Stansberry, Rachel",06/21/2018 to 10/01/2018,C5,07/09/2018,Fergus County Planning,,,,712 W. Main,Lewistown,MT,59457.0,,2,64.0," 5 Campaign signs for parade,  printing and Laminating ",GN,,,,
"Stansberry, Rachel",06/21/2018 to 10/01/2018,C5,07/03/2018,Central Montana Variety,,,,315 W. Broadway,Lewistown,MT,59457.0,,2,13.5,Balloons for 4th of July Parade,GN,,,,
"Stansberry, Rachel",06/21/2018 to 10/01/2018,C5,07/05/2018,Fergus County Fairgrounds,,,,PO Box 1098,Lewistown,MT,59457.0,,2,103.0,Insurance for Fair Booth,GN,,,,
"Stansberry, Rachel",06/21/2018 to 10/01/2018,C5,06/24/2018,Act Blue,,,,366 Summer Street,Somerville,MA,2144.0,,2,1.98,Service Fee,GN,,,,
"Stansberry, Rachel",05/25/2018 to 06/20/2018,C5,06/11/2018,Ballyhoo Printing,,,,827 Frontage RD,Lewistown,MT,59457.0,,2,78.0,200 business cards with Candidate Rachel Stansberry for HD 29 and contact information. ,GN,,,,
"Stansberry, Rachel",05/25/2018 to 06/20/2018,C5,06/11/2018,News Argus,,,,321 W. Main,Lewistown,MT,59457.0,,2,135.15,Newspaper Ad ran 5/12/18 and  5/16/18 for 1 hour Public Talk on 5/18/18 by local scientist/astronaut Loren Acton with meet and greet with candidate.,GN,,,,
"Stansberry, Rachel",05/07/2018 to 05/24/2018,C5,05/18/2018,Midstate Signs,,,,215 Main St,Winifred ,MT,59489.0,,2,187.5,25 tee shirts for volunteers with campaign logo ,GN,,,,
"Stansberry, Rachel",05/07/2018 to 05/24/2018,C5,05/23/2018,Thomas Printing Inc.,,,,,,,,,2,453.42,"3000 walk/mail  cards with Candidate name, statement of purpose and list of four main issues of concern. ",GN,,,,
"Stansberry, Rachel",05/07/2018 to 05/24/2018,C5,05/18/2018,USPS-Lewistown,,,,204 3rd Ave,Lewistown,MT,59457.0,,2,20.0,"postage- 40 stamps, thank you, pay bills, invites to meet and greet",GN,,,,
"Stansberry, Rachel",05/07/2018 to 05/24/2018,C5,05/09/2018,Fergus County Clerk and Recorder,,,,Main Street,Lewistown,MT,59457.0,,2,10.0,Voter Addresses ,GN,,,,
"Stansberry, Rachel",05/07/2018 to 05/24/2018,C5,05/09/2018,Roundup Record Tribune,,,,P.O. Box 350,Roundup,MT,59072.0,,2,80.0,NEWSPAPER ADS  for Meet and Greet in Winnett ran on 5/9 and 5/16/18,GN,,,,
"Stansberry, Rachel",01/06/2018 to 05/06/2018,C5,02/09/2018,Square Space,,,,225 Varrick St 12th Floor,New York,NY,10014.0,,2,216.0,Purchase Website Builder Program,GN,,,,
"Stansberry, Rachel",01/06/2018 to 05/06/2018,C5,02/09/2018,Square Space,,,,,,,,,2,40.0,purchase domain names,GN,,,,
"Stansberry, Rachel",01/06/2018 to 05/06/2018,C5,02/09/2018,Prep U Business Development,,,,809 Spring Street,Lewistown,MT,59457.0,,2,300.0,Website Development,GN,,,,
"Stansberry, Rachel",01/06/2018 to 05/06/2018,C5,02/19/2018,Ballyhoo Printing,,,,827 Frontage RD,Lewistown,MT,59457.0,,2,93.0,"PRINTING  200 BUSINESS CARDS with 'Rachel Stansberry Candidate HD 29' email, fb and twitter links",GN,,,,
"Stansberry, Rachel",01/06/2018 to 05/06/2018,C5,02/18/2018,Act Blue,,,,PO Box 441146,Somerville,MA,2144.0,,2,0.99,Service Fee,GN,,,,
"Stansberry, Rachel",01/06/2018 to 05/06/2018,C5,03/23/2018,Little Big Men ,,,,630 NE Main St,Lewistown,MT,59457.0,,2,29.0,coffee for meeting,GN,,,,
"Stansberry, Rachel",01/06/2018 to 05/06/2018,C5,03/25/2018,Act Blue,,,,366 Summer Street,Somerville,MA,2144.0,,2,3.95,Service Charge Online,GN,,,,
"Stansberry, Rachel",01/06/2018 to 05/06/2018,C5,02/27/2018,Montana Democratic Party,,,,P. O. Box 802,Helena,MT,59624.0,,2,170.0,VAN (database) access,GN,,,,
"Stansberry, Rachel",01/06/2018 to 05/06/2018,C5,03/20/2018,,Barbara,J,Lodman,139 Mt Pleasant St,Lewistown,MT,59457.0,,2,85.0,"reimbursment for Chokecherry Festival Booth, Lewistown",GN,,,,
"Stansberry, Rachel",01/06/2018 to 05/06/2018,C5,02/25/2018,Act Blue,,,,366 Summer Street,Somerville,MA,2144.0,,2,11.46,Service Fee,GN,,,,
"Stansberry, Rachel",01/06/2018 to 05/06/2018,C5,04/13/2018,Lewistown News Argus,,,,PO Box 900,Lewistown,MT,59457.0,,2,55.65,1 time Ad for Meet and Greet ran on 3-21-18,GN,,,,
"Stansberry, Rachel",01/06/2018 to 05/06/2018,C5,04/17/2018,Mid-State Signs LLC,,,,,,,,,2,85.0,Car magnets with campaign logo,GN,,,,
"Stansberry, Rachel",01/06/2018 to 05/06/2018,C5,04/18/2018,Scooter Promo,,,,1401 Harvest Glen Drive,Plano,TX,75074.0,,2,655.0,"100 YARD SIGNS  for ""Vote Rachel Stansberry HD 29 """,GN,,,,
"Stansberry, Rachel",01/06/2018 to 05/06/2018,C5,04/21/2018,The Sanders,,,,,,,,,2,120.93,Lodging for candidate training in Helena ,GN,,,,
"Stansberry, Rachel",01/06/2018 to 05/06/2018,C5,02/05/2018,Central Montana Variety,,,,315 W. Broadway,Lewistown,MT,59457.0,,2,7.35,OFFICE SUPPIES,GN,,,,
"Stansberry, Rachel",01/06/2018 to 05/06/2018,C5,03/20/2018,Ballyhoo Printing,,,,827 Frontage RD,Lewistown,MT,59457.0,,2,83.0,Design and printing for 100 sheets of letterhead Stationary  for campaign correspondence to potential donors and supporters or thank yous. ,GN,,,,
"Stansberry, Rachel",01/06/2018 to 05/06/2018,C5,03/11/2018,Act Blue,,,,366 Summer Street,Somerville,MA,2144.0,,2,14.22,Service Fee,GN,,,,
"Stansberry, Rachel",01/06/2018 to 05/06/2018,C5,02/11/2018,,Lois,,Shelden,206 W. Boulevard,Lewistown,MT,59457.0,,2,35.0,Photograph for candidate photos,GN,,,,
"Stansberry, Rachel",01/06/2018 to 05/06/2018,C5,03/05/2018,Ballyhoo Printing,,,,827 Frontage RD,Lewistown,MT,59457.0,,2,8.0,Name badge,GN,,,,
"Stansberry, Rachel",01/06/2018 to 05/06/2018,C5,02/20/2018,Ballyhoo Printing,,,,827 Frontage RD,Lewistown,MT,59457.0,,2,98.0,"50 Stationary & Envelopes for correspondence with campaign volunteers, letters for canvassing. ",GN,,,,
"tempel, russel  e",11/22/2018 to 01/05/2019,C5,11/26/2018,usps,,,,box 1,chester,MT,59522.0,,2,60.0,Stamps for Thank You Letters ,GN,,,,
"tempel, russel  e",11/22/2018 to 01/05/2019,C5,12/04/2018,havre herald,,,,305 3rd ave suite 316,havre,MT,59501.0,,2,150.0,E-Newspaper ad --Oct. 12 to 24.  Vote Tempel,GN,,,,
"tempel, russel  e",10/25/2018 to 11/21/2018,C5,10/25/2018,bear paw credit union,,,bear paw credit union,box 373,chester,MT,59522.0,,2,7.26,Transfer Primary Funds to General,PM,,,,
"tempel, russel  e",10/25/2018 to 11/21/2018,C5,10/28/2018,New Media Broadcasters,,,,2210 31st ST N,Havre,MT,59501.0,,2,266.4,"6 days radio ads/8 each day/vote tempel 10/30,10/31,11/1,11/2,11/3,11/5",GN,,,,
"tempel, russel  e",10/25/2018 to 11/21/2018,C5,11/05/2018,K Hanson 5 inc.,,,,box 279,chinook,MT,59523.0,,2,70.0,700 flyer inserts in Big Sandy paper/week of 10/15  /vote tempel insert,GN,,,,
"tempel, russel  e",10/25/2018 to 11/21/2018,C5,11/05/2018,Liberty County Times,,,,PO Box 689,Chester,MT,59540.0,,2,108.0,"3 weekly ads 10/15,10/22,10/29-Tempel for Senate",GN,,,,
"tempel, russel  e",10/05/2018 to 10/24/2018,C5,10/11/2018,usps,,,,508 2nd st,hingham,MT,59528.0,,2,22.43,every door direct mailers/126 flyers/vote tempel,GN,,,,
"tempel, russel  e",10/05/2018 to 10/24/2018,C5,10/11/2018,usps,,,,210 central ave,kremlin,MT,59532.0,,2,17.8,every door direct flyers/100/vote tempel,GN,,,,
"tempel, russel  e",10/05/2018 to 10/24/2018,C5,10/11/2018,USPS,,,,215 1st Ave N,Great Falls,MT,59401.0,,2,91.31,Every door Direct mailers/513ea/ Vote Tempel,GN,,,,
"tempel, russel  e",10/05/2018 to 10/24/2018,C5,10/11/2018,USPS,,,,215 1st Ave N,Great Falls,MT,59401.0,,2,888.4,every door direct mailers/4991ea./Vote Tempel,GN,,,,
"tempel, russel  e",10/05/2018 to 10/24/2018,C5,10/12/2018,usps,,,,115 3rd st,havre,MT,59501.0,,2,90.78,every door direct flyers/510/vote tempel,GN,,,,
"tempel, russel  e",10/05/2018 to 10/24/2018,C5,10/15/2018,New Media Broadcasters,,,,2210 31st St. N,Havre,MT,59501.0,,2,266.4,"6 days radio ads/8 each day/vote tempel 10/30,10/31,11/1,11/2,11/3,11/5",GN,,,,
"tempel, russel  e",10/05/2018 to 10/24/2018,C5,10/05/2018,The River Press,,,,Box 69,Ft Benton,MT,59442.0,,2,125.0,1000 paper inserts/vote tempel,GN,,,,
"tempel, russel  e",10/05/2018 to 10/24/2018,C5,10/11/2018,usps,,,,525 1st ave,gildford,MT,59525.0,,2,21.72,every door direct/122 mailers/vote tempel,GN,,,,
"tempel, russel  e",10/05/2018 to 10/24/2018,C5,10/05/2018,chouteau co. republican commitee,,,,box 536,big sandy,MT,59520.0,,2,150.0,over limit refund.,GN,,,,
"tempel, russel  e",10/05/2018 to 10/24/2018,C5,10/05/2018,liberty co.times,,,,box 689,chester,MT,59522.0,,2,50.0,500 paper inserts/vote tempel,GN,,,,
"tempel, russel  e",06/21/2018 to 10/04/2018,C5,07/10/2018,usps,,,,box 1,chester,MT,59522.0,,2,27.0,"PO BOX rental for 6 months from July 1, 2018 to December 31, 2018",GN,,,,
"tempel, russel  e",06/21/2018 to 10/04/2018,C5,07/23/2018,Western Lumber,,,,111 5th St.,Chester,MT,59527.0,,2,52.7,2 sheets plywood for road signs,GN,,,,
"tempel, russel  e",06/21/2018 to 10/04/2018,C5,08/31/2018,floren hill co printing,,,,524 1st st,havre,MT,59501.0,,2,389.0,2000 door hangers/handouts / vote Tempel,GN,,,,
"tempel, russel  e",06/21/2018 to 10/04/2018,C5,09/25/2018,havre herald,,,,305 3rd ave suite 316,havre,MT,59501.0,,2,250.0,oct.d1-31/vote tempel ads,GN,,,,
"tempel, russel  e",06/21/2018 to 10/04/2018,C5,09/25/2018,The River Press,,,,Box 69,Ft Benton,MT,59442.0,,2,173.25,"sept. 19 and 5 weekly ads/vote tempel / 10/3,10/10,10/17,10/24,10/31",GN,,,,
"tempel, russel  e",06/21/2018 to 10/04/2018,C5,09/27/2018,floren hill co. printing,,,,524 1st st,havre,MT,59501.0,,2,2032.0,4x8 road signs/vote tempel/25 ea.,GN,,,,
"tempel, russel  e",06/21/2018 to 10/04/2018,C5,09/27/2018,floren hell co printing,,,,524 1st st,havre,MT,59501.0,,2,729.0,5000 every door direct flyers/  vote tempel,GN,,,,
"tempel, russel  e",06/21/2018 to 10/04/2018,C5,10/01/2018,floren hill co. printing,,,,524 1st st,havre,MT,59501.0,,2,729.0,5000 every door direct flyers/vote tempel,GN,,,,
"tempel, russel  e",05/30/2018 to 06/20/2018,C5,11/04/2018,rapid impact LLC,,,,4019 Baker Ames RD,olympia,WA,98506.0,,2,175.0,Web Site Design,PM,,,,
"tempel, russel  e",05/30/2018 to 06/20/2018,C5,05/31/2018,Liberty County Times,,,,PO Box 689,Chester,MT,59540.0,,2,144.0,"4 campaign ads for weekly paper 5/8, 5/15, 5/22, and 5/29.  VOTE TEMPEL",PM,,,,
"tempel, russel  e",05/30/2018 to 06/20/2018,C5,05/31/2018,kylie richerter photo,,,,222 3rd st e,chester,MT,59522.0,,2,100.0,campaign photo's,PM,,,,
"tempel, russel  e",05/07/2018 to 05/29/2018,C5,05/11/2018,usps,,,,103 johannes ave,big sandy,MT,59520.0,,2,94.16,529 mailersintro candidate/ vote Tempel,PM,,,,
"tempel, russel  e",05/07/2018 to 05/29/2018,C5,05/11/2018,usps,,,,525 1st ave,gildford,MT,59525.0,,2,21.0,118 mailers intro candidate/vote Tempel,PM,,,,
"tempel, russel  e",05/07/2018 to 05/29/2018,C5,05/11/2018,usps,,,,508 2nd st,hingham,MT,59528.0,,2,22.07,124 mailers intro canidate/ vote Tempel,PM,,,,
"tempel, russel  e",05/07/2018 to 05/29/2018,C5,05/10/2018,usps,,,,818 16th st,fort benton,MT,59442.0,,2,173.02,972 mailers intro canidate/ vote Tempel,PM,,,,
"tempel, russel  e",05/07/2018 to 05/29/2018,C5,05/10/2018,usps,,,,102 central,highwood,MT,59450.0,,2,33.46,188 mailers intro candidate/ vote Tempel,PM,,,,
"tempel, russel  e",05/07/2018 to 05/29/2018,C5,05/10/2018,usps,,,,215 1st ave n,great falls,MT,59401.0,,2,89.89,505 mailers intro canidate/ vote Tempel,PM,,,,
"tempel, russel  e",05/07/2018 to 05/29/2018,C5,05/10/2018,usps,,,,101 1st st,floweree,MT,59440.0,,2,31.33,176 mailers intro candidate/ vote Tempel,PM,,,,
"tempel, russel  e",05/07/2018 to 05/29/2018,C5,05/09/2018,Office Equipment Co.,,,,200 2nd ST,Havre,MT,59501.0,,2,77.98,2 ink cartriges ,PM,,,,
"tempel, russel  e",05/07/2018 to 05/29/2018,C5,05/09/2018,usps,,,,115 3rd st,havre,MT,59501.0,,2,875.76,4920 mailers intro candidate/ vote Tempel,PM,,,,
"tempel, russel  e",05/07/2018 to 05/29/2018,C5,05/09/2018,usps,,,,210 central ave,kremlin,MT,59532.0,,2,17.98,101 mailers intro candidate/ vote Tempel,PM,,,,
"tempel, russel  e",05/07/2018 to 05/29/2018,C5,05/08/2018,usps,,,,109 broadway ave w,geraldine,MT,59446.0,,2,49.48,278 mailers intro candidate/ vote Tempel,PM,,,,
"tempel, russel  e",05/07/2018 to 05/29/2018,C5,05/08/2018,usps,,,,111 2nd ave,loma,MT,59460.0,,2,18.16,102 mailers intro candidate/ vote Tempel,PM,,,,
"tempel, russel  e",05/07/2018 to 05/29/2018,C5,05/08/2018,usps,,,,15 main st n,rudyard,MT,59540.0,,2,38.8,218 mailers intro candidate/ vote Tempel,PM,,,,
"tempel, russel  e",05/07/2018 to 05/29/2018,C5,05/07/2018,usps,,,,23 main st,chester,MT,59531.0,,2,114.1,641 mailers intro candidate/ vote Tempel,PM,,,,
"tempel, russel  e",05/07/2018 to 05/29/2018,C5,05/07/2018,usps,,,,130 main st,inverness,MT,59530.0,,2,12.99,73 mailers intro candidate/ Vote Tempel,PM,,,,
"tempel, russel  e",05/07/2018 to 05/29/2018,C5,05/07/2018,usps,,,,24 2nd st e,joplin,MT,59531.0,,2,26.88,151 mailers intro candidate/ vote Tempel,PM,,,,
"Vance, Gordon",10/25/2018 to 11/21/2018,C5,10/25/2018,Executive Services,,,Executive Services,221 E. Mendenhall St.,Bozeman,MT,59715.0,,2,3870.02,postcard mailer (7000) listing polling places SD34 ,GN,,,,
"Vance, Gordon",10/25/2018 to 11/21/2018,C5,11/14/2018,Montana Republican Legislative Campaign Committee,,,,PO Box 6656,Helena,MT,59604.0,,2,2000.0,Contribution,GN,,,,
"Vance, Gordon",10/25/2018 to 11/21/2018,C5,11/21/2018,Gallatin County Republican Women,,,,PO Box 1036,Bozeman,MT,59771.0,,2,141.18,Donation to close campaign account,GN,,,,
"Vance, Gordon",10/02/2018 to 10/24/2018,C5,10/16/2018,,Greg,,Gianforte,PO Box 877,Helena,MT,59624.0,,2,250.0,campaign contribution Greg for Montana,GN,,,,
"Vance, Gordon",10/02/2018 to 10/24/2018,C5,10/16/2018,,Matt,,Rosendale,1954 HWY 16,Glendive,MT,59330.0,,2,250.0,campaign contribution Matt Rosendale for Montana,GN,,,,
"Vance, Gordon",10/02/2018 to 10/24/2018,C5,10/15/2018,Executive Services,,,,221 E. Mendenhall Street,Bozeman,MT,59715.0,,2,5499.27,mailer 2017 Special Session SB4 dealing with MT State Fund,GN,,,,
"Vance, Gordon",10/02/2018 to 10/24/2018,C5,10/04/2018,Executive Services,,,,221 E. Mendenhall Street,Bozeman,MT,59715.0,,2,5273.49,mailer 2017 Session SB44 dealing with air ambulance,GN,,,,
"Vance, Gordon",10/02/2018 to 10/24/2018,C5,10/05/2018,Gallatin County Election Department ,,,,311 W. Main st Room 210,Bozeman,MT,59715.0,,2,25.0,Absentee list,GN,,,,
"Vance, Gordon",10/02/2018 to 10/24/2018,C5,10/17/2018,USPS ,,,,96 N Weaver St,Belgrade,MT,59714.0,,2,50.0,100 postage stamps for absentee campaign mailers,GN,,,,
"Vance, Gordon",06/21/2018 to 10/01/2018,C5,06/22/2018,Montana Republican Party,,,,PO Box935,Helena,MT,59624.0,,2,598.0,GOP Platform Convention,GN,,,,
"Vance, Gordon",03/29/2017 to 05/01/2018,C5,12/13/2017,United States Postal Service,,,,96 N Weaver St,Belgrade,MT,59714.0,,2,94.0,Post Office Box Annual Rent,GN,,,,
"Vance, Gordon",03/29/2017 to 05/01/2018,C5,10/06/2017,United States Postal Service,,,,96 N Weaver St,Belgrade,MT,59714.0,,2,49.0,Purchase 100 Stamps,GN,,,,
"Vance, Gordon",03/29/2017 to 05/01/2018,C5,06/01/2017,First Security Bank of Bozeman,,,First Security Bank of Bozeman,208 E. Main St.,Bozeman,MT,59715.0,,2,21.7,Check order for campaign account.,GN,,,,
"Vance, Gordon",03/29/2017 to 05/01/2018,C5,03/24/2018,,Dan,,Skattum,2148 E River Road,Livingston,MT,59047.0,,2,100.0,Campaign Contribution,GN,,,,
"Vance, Gordon",03/29/2017 to 05/01/2018,C5,05/23/2017,Montana Republican Party,,,,PO Box935,Helena,MT,59624.0,,2,195.0,REGISTRATION FOR CONVENTION DELEGATE,GN,,,,
"Vance, Gordon",03/29/2017 to 05/01/2018,C5,01/04/2018,,Donna,,Gabel,1515 Glacier Peak Circle ,Billings,MT,59101.0,6394.0,2,20.0,Campaign contribution refund.,GN,,,,
"Vance, Gordon",03/29/2017 to 05/01/2018,C5,03/24/2018,,Kerry,,White,4000 Blackwood Rd ,Bozeman,MT,59718.0,7621.0,2,100.0,Campaign Contribution,GN,,,,
"Vance, Gordon",03/29/2017 to 05/01/2018,C5,03/20/2018,Gallatin County Republican Central Committee,,,,P.O. Box 2005,Bozeman,MT,59771.0,,2,1200.0,LINCOLN REAGAN SPONSORSHIP,GN,,,,
"Peregoy, Sharon  S",10/30/2018 to 11/21/2018,C5,11/06/2018,,Tilton,,Old Bull,P.O. Box 669,"Crow Agency, ",MT,59022.0,,2,200.0,"Camp Crier/ Campaign door to door (Expense for Gas $2.98/gal & food)  to Lodge Grass, Wyola, Ft. Smith, Pryor, Crow Agency",GN,,,,
"Peregoy, Sharon  S",10/30/2018 to 11/21/2018,C5,11/06/2018,,Sharon,,Peregoy,Po Box 211,"Crow Agency,",MT,59022.0,,2,45.0,"GAS for campaign to  check on polls Lodge Grass, Wyola & watch election results at Hardin (15gal/$2.89",GN,,,,
"Peregoy, Sharon  S",10/30/2018 to 11/21/2018,C5,11/03/2018,,Sharon,,Peregoy,Po Box 211,"Crow Agency,",MT,59022.0,,2,35.0,"Gas at $2.89 (12 gal) for door to door Campaign activity to Wyola & Lodge Grass, MT ",GN,,,,
"Peregoy, Sharon  S",10/30/2018 to 11/21/2018,C5,11/01/2018,,Sharon,,Peregoy,Po Box 211,"Crow Agency,",MT,59022.0,,2,45.0,"Gas $2.98/gal (30gal) for door to door campaign Purposes Ft Smith, MT ",GN,,,,
"Peregoy, Sharon  S",10/30/2018 to 11/21/2018,C5,10/30/2018,,Sharon,,Peregoy,P.O. Box 211,"Crow Agency,",MT,59022.0,,2,86.7,Gas campaign door to door to Pryor Mt (30 gal @ $2.89/Gal),GN,,,,
"Peregoy, Sharon  S",10/02/2018 to 10/29/2018,C5,10/12/2018,,,,,,,,,,1,35.0,"GAS FOR CAMPAIGN  ACTIVITY in Pryor, 140 miles roundtrip",GN,,,,
"Peregoy, Sharon  S",10/02/2018 to 10/29/2018,C5,10/05/2018,,,,,,,,,,1,35.0,Gas - campaign Big Horn valley  FT. Smith,GN,,,,
"Peregoy, Sharon  S",10/02/2018 to 10/29/2018,C5,10/20/2018,,,,,,,,,,1,35.0,GAS FOR CAMPAIGN  ACTIVITY in Crow Agency,GN,,,,
"Peregoy, Sharon  S",06/21/2018 to 10/01/2018,C5,10/10/2018,Yellowstone County Democratic Central Committee,,,,PO Box 21131,Billings,MT,59104.0,,2,40.0,REFUND CHECK #8752 for over contributions limit,GN,,,,
