Candidate,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Expenditure Type,Amount,Purpose,Election Type,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment
"Hedalen, Susie",09/16/2024 to 10/14/2024,C5,09/17/2024,Mail Chimp,,,,675 Ponce de Leon Ave NE Ste 5000,Atlanta,GA,30308.0,,2,45.0,Email sending service,GN,,,,,,,N
"Hedalen, Susie",09/16/2024 to 10/14/2024,C5,10/02/2024,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043.0,,2,45.79,Website Hosting,GN,,,,,,,
"Hedalen, Susie",09/16/2024 to 10/14/2024,C5,10/14/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,472.3,Anedot Fee for (46) campaign donations from 09.16.2024 to 10.14.2024,GN,,,,,,,N
"Hedalen, Susie",08/16/2024 to 09/15/2024,C5,08/18/2024,Mail Chimp,,,,675 Ponce de Leon Ave NE Ste 5000,Atlanta,GA,30308.0,,2,45.0,Email sending service,GN,,,,,,,N
"Hedalen, Susie",08/16/2024 to 09/15/2024,C5,09/04/2024,Integrated Solutions: Political,,,,"4142 Adams Ave, Ste 103-550",San Diego,CA,92116.0,,2,450.0,Compliance software,GN,,,,,,,N
"Hedalen, Susie",08/16/2024 to 09/15/2024,C5,09/12/2024,SquareSpace,,,,225 Varick Street,New York,NY,10014.0,,2,25.0,Hosting Cost,GN,,,,,,,N
"Hedalen, Susie",08/16/2024 to 09/15/2024,C5,09/03/2024,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043.0,,2,45.79,Website Hosting,GN,,,,,,,N
"Hedalen, Susie",08/16/2024 to 09/15/2024,C5,09/15/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,527.32,Anedot Fee for (55) campaign donations from 08.16.2024 to 09.16.2024,GN,,,,,,,N
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,07/09/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,7.9,merchant processing fees,GN,,,,,,,
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,08/12/2024,SquareSpace,,,,225 Varick Street,New York,NY,10014.0,,2,25.0,Domain Renewal,GN,,,,,,,
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,07/02/2024,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043.0,,2,46.81,Website Hosting,GN,,,,,,,
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,08/02/2024,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043.0,,2,45.79,Website Hosting,GN,,,,,,,
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,06/20/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,8.3,merchant processing fees,GN,,,,,,,
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,08/07/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,69.4,merchant processing fees,GN,,,,,,,
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,08/15/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,154.3,merchant processing fees,GN,,,,,,,N
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,08/08/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,63.8,merchant processing fees,GN,,,,,,,
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,07/10/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,25.5,merchant processing fees,GN,,,,,,,
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,07/12/2024,SquareSpace,,,,225 Varick Street,New York,NY,10014.0,,2,23.0,Domain Renewal,GN,,,,,,,
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,06/29/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,11.6,merchant processing fees,GN,,,,,,,
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,08/14/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,53.5,merchant processing fees,GN,,,,,,,N
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,08/02/2024,Integrated Solutions: Political,,,,"4142 Adams Ave, Ste 103-550",San Diego,CA,92116.0,,2,450.0,Compliance software,GN,,,,,,,
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,07/18/2024,Mail Chimp,,,,675 Ponce de Leon Ave NE Ste 5000,Atlanta,GA,30308.0,,2,45.0,Email sending service,GN,,,,,,,
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,08/15/2024,,John,,Lake,PO Box 286,Cameron,MT,59720.0,,2,790.0,REFUND,GN,,,,,,,N
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,07/30/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,35.2,merchant processing fees,GN,,,,,,,
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,06/20/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,1.3,merchant processing fees,GN,,,,,,,
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,08/06/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,10.3,merchant processing fees,GN,,,,,,,
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,07/14/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,63.5,merchant processing fees,GN,,,,,,,
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,07/24/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,1.3,merchant processing fees,GN,,,,,,,
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,08/15/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,61.9,merchant processing fees,GN,,,,,,,N
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,06/24/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,1.3,merchant processing fees,GN,,,,,,,
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,07/02/2024,Integrated Solutions: Political,,,,"4142 Adams Ave, Ste 103-550",San Diego,CA,92116.0,,2,450.0,Compliance software,GN,,,,,,,
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,06/18/2024,Mail Chimp,,,,675 Ponce de Leon Ave NE Ste 5000,Atlanta,GA,30308.0,,2,45.0,Email sending service,GN,,,,,,,
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,07/12/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,11.6,merchant processing fees,GN,,,,,,,
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,07/19/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,20.3,merchant processing fees,GN,,,,,,,
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,07/25/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,4.3,merchant processing fees,GN,,,,,,,
"Hedalen, Susie",06/16/2024 to 08/15/2024,C5,08/14/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,1.3,merchant processing fees,GN,,,,,,,N
"Hedalen, Susie",06/03/2024 to 06/03/2024,C7E,06/03/24,The Political Company,,,,PO BOX 81274,Billings,MT,59108.0,,All Other Expenditures,1364.75,(10518) 'Get Out The Vote - Vote Hedalen' SMS on 6/3/24,Primary,,,,,,,
"Hedalen, Susie",05/15/2024 to 06/15/2024,C5,05/19/2024,Mail Chimp,,,,675 Ponce de Leon Ave NE Ste 5000,Atlanta,GA,30308.0,,2,45.0,Email sending service,PM,,,,,,,
"Hedalen, Susie",05/15/2024 to 06/15/2024,C5,05/29/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,11.6,merchant processing fees,PM,,,,,,,
"Hedalen, Susie",05/15/2024 to 06/15/2024,C5,06/04/2024,Integrated Solutions: Political,,,,"4142 Adams Ave, Ste 103-550",San Diego,CA,92116.0,,2,450.0,Compliance software,PM,,,,,,,
"Hedalen, Susie",05/15/2024 to 06/15/2024,C5,06/04/2024,The Political Company,,,,PO BOX 81274,Billings,MT,59108.0,,2,1364.75,(10518) GOTV SMS Vote Susie Hedalen for Superintendent,PM,,,,,,,
"Hedalen, Susie",05/15/2024 to 06/15/2024,C5,06/12/2024,SquareSpace,,,,225 Varick Street,New York,NY,10014.0,,2,23.0,Domain Renewal,GN,,,,,,,
"Hedalen, Susie",05/15/2024 to 06/15/2024,C5,06/11/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,9.9,merchant processing fees,GN,,,,,,,
"Hedalen, Susie",05/15/2024 to 06/15/2024,C5,06/12/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,1.3,merchant processing fees,GN,,,,,,,
"Hedalen, Susie",05/15/2024 to 06/15/2024,C5,05/22/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,1.3,merchant processing fees,PM,,,,,,,
"Hedalen, Susie",05/15/2024 to 06/15/2024,C5,06/03/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,21.9,merchant processing fees,PM,,,,,,,
"Hedalen, Susie",05/15/2024 to 06/15/2024,C5,05/24/2024,Valley Bank Of Helena,,,,3030 North Montana Avenue,Helena,MT,59601.0,,2,20.0,BANK FEE,PM,,,,,,,
"Hedalen, Susie",05/15/2024 to 06/15/2024,C5,06/01/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,1.3,merchant processing fees,PM,,,,,,,
"Hedalen, Susie",04/16/2024 to 05/14/2024,C5,05/13/2024,The Political Company,,,,PO BOX 81274,Billings,MT,59108.0,,2,1000.0,Fundraising Consulting,PM,,,,,,,N
"Hedalen, Susie",04/16/2024 to 05/14/2024,C5,05/14/2024,The Political Company,,,,PO BOX 81274,Billings,MT,59108.0,,2,941.18,"(500) Business Cards; (500) Palm Card ""Vote Susie"" Printing and Shipping Palm Cards; (1253) Fundraising SMS; (448) Event Invites; (36) FC postage for ",PM,,,,,,,N
"Hedalen, Susie",04/16/2024 to 05/14/2024,C5,04/30/2024,Valley Bank Of Helena,,,,3030 North Montana Avenue,Helena,MT,59601.0,,2,20.0,BANK FEE,PM,,,,,,,N
"Hedalen, Susie",04/16/2024 to 05/14/2024,C5,05/14/2024,FlexPoint Media Inc,,,,6530 West Campus Oval Ste 175,New Albany,OH,43054.0,,2,10500.0,"TV ad ""Back"" Placement MT SOPI Billings TV Buy 5.15-5.21",PM,,,,,,,N
"Hedalen, Susie",04/16/2024 to 05/14/2024,C5,05/13/2024,Rising Tide Media,,,,1260 East Stringham Avenue 4th Flr,Salt Lake City,UT,84106.0,,2,2875.0,"Ad production ""Back""",PM,,,,,,,N
"Hedalen, Susie",04/16/2024 to 05/14/2024,C5,05/02/2024,Integrated Solutions: Political,,,,"4142 Adams Ave, Ste 103-550",San Diego,CA,92116.0,,2,450.0,Compliance software,PM,,,,,,,N
"Hedalen, Susie",04/16/2024 to 05/14/2024,C5,05/13/2024,RP Consulting,,,,81 Rankin Road,Townsend,MT,59644.0,,2,4000.0,General Campaign Consulting,PM,,,,,,,N
"Hedalen, Susie",04/16/2024 to 05/14/2024,C5,04/18/2024,Mail Chimp,,,,675 Ponce de Leon Ave NE Ste 5000,Atlanta,GA,30308.0,,2,45.0,Email sending service,PM,,,,,,,N
"Hedalen, Susie",04/16/2024 to 05/14/2024,C5,05/13/2024,Burnt Timber Consulting,,,,PO Box 5315,Helena,MT,59604.0,,2,1000.0,April Bookkeeping and Compliance,PM,,,,,,,N
"Hedalen, Susie",04/16/2024 to 05/14/2024,C5,05/14/2024,Burnt Timber Consulting,,,,PO Box 5315,Helena,MT,59604.0,,2,1101.48,May Bookkeeping and Compliance; Reimbursement: (128) FC postage for bill payment and compliance letters,PM,,,,,,,N
"Hedalen, Susie",04/16/2024 to 05/14/2024,C5,05/14/2024,Valley Bank Of Helena,,,,3030 North Montana Avenue,Helena,MT,59601.0,,2,20.0,BANK FEE,PM,,,,,,,N
"Hedalen, Susie",04/16/2024 to 05/14/2024,C5,04/30/2024,FlexPoint Media Inc,,,,6530 West Campus Oval Ste 175,New Albany,OH,43054.0,,2,20825.0,TV Placement,PM,,,,,,,N
"Hedalen, Susie",04/16/2024 to 05/14/2024,C5,05/14/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,307.6,Anedot Fee for (22) campaign donations from 4.16.24 to 5.14.24,PM,,,,,,,N
"Hedalen, Susie",03/16/2024 to 04/15/2024,C5,04/15/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,241.63,Anedot Fee for (18) campaign donations from 03.16.2024 to 04.15.2024,PM,,,,,,,N
"Hedalen, Susie",03/16/2024 to 04/15/2024,C5,03/18/2024,Mail Chimp,,,,675 Ponce de Leon Ave NE Ste 5000,Atlanta,GA,30308.0,,2,45.0,Email sending service,PM,,,,,,,N
"Hedalen, Susie",03/16/2024 to 04/15/2024,C5,04/08/2024,Burnt Timber Consulting,,,,PO Box 5315,Helena,MT,59604.0,,2,1000.0,March Bookkeeping and Compliance,PM,,,,,,,N
"Hedalen, Susie",03/16/2024 to 04/15/2024,C5,04/08/2024,RP Consulting,,,,81 Rankin Road,Townsend,MT,59644.0,,2,2000.0,General Campaign Consulting,PM,,,,,,,N
"Hedalen, Susie",03/16/2024 to 04/15/2024,C5,04/02/2024,Integrated Solutions: Political,,,,"4142 Adams Ave, Ste 103-550",San Diego,CA,92116.0,,2,450.0,Compliance software,PM,,,,,,,N
"Hedalen, Susie",03/16/2024 to 04/15/2024,C5,04/08/2024,The Political Company,,,,PO BOX 81274,Billings,MT,59108.0,,2,2636.66,Fundraising Consulting,PM,,,,,,,N
"Hedalen, Susie",01/01/2024 to 03/15/2024,C5,03/15/2024,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,630.5,Anedot Fee for (68) campaign donations from 01.01.2024 to 03.15.2024,PM,,,,,,,N
"Hedalen, Susie",01/01/2024 to 03/15/2024,C5,03/04/2024,Integrated Solutions: Political,,,,"4142 Adams Ave, Ste 103-550",San Diego,CA,92116.0,,2,450.0,Compliance software,PM,,,,,,,N
"Hedalen, Susie",01/01/2024 to 03/15/2024,C5,01/18/2024,Mail Chimp,,,,675 Ponce de Leon Ave NE Ste 5000,Atlanta,GA,30308.0,,2,45.0,Email sending service,PM,,,,,,,N
"Hedalen, Susie",01/01/2024 to 03/15/2024,C5,01/03/2024,Integrated Solutions: Political,,,,"4142 Adams Ave, Ste 103-550",San Diego,CA,92116.0,,2,450.0,Compliance software,PM,,,,,,,N
"Hedalen, Susie",01/01/2024 to 03/15/2024,C5,03/01/2024,The Political Company,,,,PO BOX 81274,Billings,MT,59108.0,,2,1000.0,Fundraising Consulting,PM,,,,,,,N
"Hedalen, Susie",01/01/2024 to 03/15/2024,C5,02/20/2024,Mail Chimp,,,,675 Ponce de Leon Ave NE Ste 5000,Atlanta,GA,30308.0,,2,45.0,Email sending service,PM,,,,,,,N
"Hedalen, Susie",01/01/2024 to 03/15/2024,C5,03/01/2024,RP Consulting,,,,81 Rankin Road,Townsend,MT,59644.0,,2,2000.0,General Campaign Consulting,PM,,,,,,,N
"Hedalen, Susie",01/01/2024 to 03/15/2024,C5,03/01/2024,Burnt Timber Consulting,,,,PO Box 5315,Helena,MT,59604.0,,2,1000.0,February Bookkeeping and Compliance,PM,,,,,,,N
"Hedalen, Susie",01/01/2024 to 03/15/2024,C5,02/23/2024,,Spencer,P,Marks,Po Box 2017,Helena,MT,59624.0,,2,180.0,REFUND,PM,,,,,,,N
"Hedalen, Susie",01/01/2024 to 03/15/2024,C5,02/05/2024,Burnt Timber Consulting,,,,PO Box 5315,Helena,MT,59604.0,,2,1000.0,January Bookkeeping and Compliance,PM,,,,,,,N
"Hedalen, Susie",01/01/2024 to 03/15/2024,C5,02/05/2024,The Political Company,,,,PO BOX 81274,Billings,MT,59108.0,,2,156.24,(248) FC Postage for Thank Yous,PM,,,,,,,N
"Hedalen, Susie",01/01/2024 to 03/15/2024,C5,02/12/2024,Montana SOS,,,,PO Box 202801,Helena,MT,59620.0,,2,1177.96,FILING FEE,PM,,,,,,,N
"Hedalen, Susie",01/01/2024 to 03/15/2024,C5,02/05/2024,The Political Company,,,,PO BOX 81274,Billings,MT,59108.0,,2,1648.89,Fundraising Consulting & Travel Reimbursement,PM,,,,,,,N
"Hedalen, Susie",01/01/2024 to 03/15/2024,C5,02/02/2024,Integrated Solutions: Political,,,,"4142 Adams Ave, Ste 103-550",San Diego,CA,92116.0,,2,450.0,Compliance software,PM,,,,,,,N
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,12/01/2023,,Staci,,Knuths,348 Road 328,Glendive,MT,59330.0,,2,269.45,Reimbursement: Fundraising Event Venue and Lodging for Candidate,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,12/22/2023,,Jocelyn,,Cahill,81 Rankin Road,Townsend,MT,59644.0,,2,121.44,Reimbursement Helena Fundraiser Food and Beverages,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,12/22/2023,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,4.3,Merchant fees,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,10/03/2023,Integrated Solutions: Political,,,,"4142 Adams Ave, Ste 103-550",San Diego,CA,92116.0,,2,450.0,Compliance software,PM,,,,,,,N
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,11/27/2023,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,4.3,Merchant fees,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,12/04/2023,Integrated Solutions: Political,,,,"4142 Adams Ave, Ste 103-550",San Diego,CA,92116.0,,2,450.0,Compliance software,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,11/02/2023,Integrated Solutions: Political,,,,"4142 Adams Ave, Ste 103-550",San Diego,CA,92116.0,,2,450.0,Compliance software,PM,,,,,,,N
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,12/12/2023,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,27.5,Merchant fees,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,12/31/2023,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,2.3,merchant processing fees,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,12/18/2023,Mail Chimp,,,,675 Ponce de Leon Ave NE Ste 5000,Atlanta,GA,30308.0,,2,45.0,Email sending service,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,11/20/2023,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,6.3,Merchant fees,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,11/07/2023,PT Strategy LLC,,,,1223 Aldebaran Drive,McLean,VA,22101.0,,2,3700.0,General Campaign Consulting,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,12/01/2023,The Political Company,,,,PO BOX 81274,Billings,MT,59108.0,,2,1000.0,November Campaign and Fundraising Consulting,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,11/08/2023,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,28.3,Merchant fees,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,10/17/2023,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,56.3,Merchant fees,PM,,,,,,,N
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,11/07/2023,The Political Company,,,,PO BOX 81274,Billings,MT,59108.0,,2,43.47,(69) Postage for Thank Yous,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,12/19/2023,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,20.3,Merchant fees,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,11/28/2023,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,8.9,Merchant fees,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,12/27/2023,The Political Company,,,,PO BOX 81274,Billings,MT,59108.0,,2,64.19,travel reimbursement,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,10/24/2023,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,28.3,Merchant fees,PM,,,,,,,N
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,12/04/2023,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,10.8,Merchant fees,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,10/19/2023,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,2.3,Merchant fees,PM,,,,,,,N
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,10/11/2023,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,2.3,Merchant fees,PM,,,,,,,N
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,12/27/2023,The Political Company,,,,PO BOX 81274,Billings,MT,59108.0,,2,1000.0,Fundraising Consulting,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,10/22/2023,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,4.3,Merchant fees,PM,,,,,,,N
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,12/14/2023,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,21.6,Merchant fees,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,12/31/2023,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,10.3,merchant processing fees,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,12/27/2023,Burnt Timber Consulting,,,,PO Box 5315,Helena,MT,59604.0,,2,2000.0,November and December Bookkeeping and Compliance,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,12/31/2023,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,4.3,merchant processing fees,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,10/23/2023,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,4.3,Merchant fees,PM,,,,,,,N
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,12/27/2023,The Political Company,,,,PO BOX 81274,Billings,MT,59108.0,,2,334.13,(2273) Fundraising SMS send 11/27; (2273) Fundraising SMS send 11/30,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,12/27/2023,The Political Company,,,,PO BOX 81274,Billings,MT,59108.0,,2,129.11,Postage reimbursement,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,12/18/2023,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,6.3,Merchant fees,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,12/27/2023,The Political Company,,,,PO BOX 81274,Billings,MT,59108.0,,2,1588.12,travel reimbursement,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,12/01/2023,Burnt Timber Consulting,,,,PO Box 5315,Helena,MT,59604.0,,2,1000.0,October Bookkeeping and Compliance,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,10/17/2023,Mail Chimp,,,,675 Ponce de Leon Ave NE Ste 5000,Atlanta,GA,30308.0,,2,39.5,Email sending service,PM,,,,,,,N
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,10/05/2023,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,1.3,Merchant fees,PM,,,,,,,N
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,11/20/2023,Mail Chimp,,,,675 Ponce de Leon Ave NE Ste 5000,Atlanta,GA,30308.0,,2,39.5,Email sending service,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,12/21/2023,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,16.3,Merchant fees,PM,,,,,,,
"Hedalen, Susie",10/01/2023 to 12/31/2023,C5,12/06/2023,Anedot,,,,1340 Poydras Street,New Orleans,LA,70112.0,,2,12.9,Merchant fees,PM,,,,,,,
"Hedalen, Susie",07/01/2023 to 09/30/2023,C5,09/01/2023,PT Strategy LLC,,,,1223 Aldebaran Drive,McLean,VA,22101.0,,2,3000.0,General Campaign Consulting,PM,,,,,,,N
"Hedalen, Susie",07/01/2023 to 09/30/2023,C5,08/10/2023,Smeltzer Auctions and Real Estate LLC,,,,414 S Merrill Ave,Glendive,MT,59330.0,,2,100.0,Refund of contribution made with business check,PM,,,,,,,N
