Candidate,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Expenditure Type,Amount,Purpose,Election Type,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment
"Jacobsen, Christi  K",03/16/2024 to 04/15/2024,C5,04/10/2024,Universal Athletics,,,,1401 Cedar St,Helena,MT,59601,,2,157.0,"MARKETING SUPPLIES (TSHIRTS, HATS)",PM,,,,,"5HATS, 5 TSHIRTS",,N
"Jacobsen, Christi  K",03/16/2024 to 04/15/2024,C5,04/03/2024,McShane,,,,7975 W Badura Ave,Las Vegas ,NV,89113,,2,1572.3,	GENERAL CONSULTING SERVICES 3-1-2024 TO 3-31-2024,PM,,,,,,,N
"Jacobsen, Christi  K",03/16/2024 to 04/15/2024,C5,04/03/2024,WinRed,,,,724 15th St W,Arlington,VA,22209,,2,10.0,Jefferson County Lincoln/Reagan event registration,PM,,,,,,,N
"Jacobsen, Christi  K",03/16/2024 to 04/15/2024,C5,04/15/2024,Anedot,,,,1920 McKinney Ave 7th floor,Dallas,TX,75201,,2,86.33,Service fees for Credit Card donations,PM,,,,,,,N
"Jacobsen, Christi  K",01/01/2024 to 03/15/2024,C5,03/15/2024,Rocky Mountain Credit Union ,,,Rocky Mountain Credit Union ,3400 N Montana Ave,Helena,MT,59602,,2,5.0,BANK WIRE TRANSFER FEE,PM,,,,,,,N
"Jacobsen, Christi  K",01/01/2024 to 03/15/2024,C5,02/14/2024,Allegra,,,,40 West Lawrence,Helena,MT,59601,,2,355.0,envelopes ,PM,,,,,,,N
"Jacobsen, Christi  K",01/01/2024 to 03/15/2024,C5,03/15/2024,Anedot,,,,1920 McKinney Ave 7th floor,Dallas,TX,75201,,2,1001.4,ANEDOT PROCESSING FEES 1-1-24 THROUGH 3-15-2024,PM,,,,,,,N
"Jacobsen, Christi  K",01/01/2024 to 03/15/2024,C5,02/06/2024,Cascade County Lincoln Reagan Day Dinner,,,,3220 10th Ave S,Great Falls,MT,59405,,2,213.63,Cascade County Lincoln Reagan Dinner,PM,,,,,,,N
"Jacobsen, Christi  K",01/01/2024 to 03/15/2024,C5,02/09/2024,Secretary Of State,,,,P.O. Box 202801,Helena,MT,59620,,2,1041.4,Candidate Filing Fee,PM,,,,,,,N
"Jacobsen, Christi  K",01/01/2024 to 03/15/2024,C5,02/06/2024,Montana State Republican Central Cmte.,,,,1419 B Helena Ave.,Helena,MT,59601,,2,1000.0,GOP Winter Kick Off,PM,,,,,,,N
"Jacobsen, Christi  K",01/01/2024 to 03/15/2024,C5,03/15/2024,McShane,,,,7975 W Badura Ave,Las Vegas ,NV,89113,,2,5000.0,GENERAL CONSULTING SERVICES 1-1-24 TO 3-15-24,PM,,,,,,,N
"Jacobsen, Christi  K",01/01/2024 to 03/15/2024,C5,03/07/2024,Safeway,,,,1735 West Main,Bozeman,MT,59715,,2,97.51,food and drink for fundraiser,PM,,,,,,,N
"Jacobsen, Christi  K",01/01/2024 to 03/15/2024,C5,03/04/2024,BUTTE AMERICA FOUNDATIONS,,,,156 W Granite St,BUTTE,MT,59701,,2,40.0,Entry Fee for St Patrick's Day Parade,PM,,,,,,,N
"Jacobsen, Christi  K",11/01/2023 to 12/31/2023,C5,11/01/2023,McShane,,,,7975 W Badura Ave,Las Vegas ,NV,89113,,2,300.0,"annual website, email hosting",PM,,,,,,,N
"Jacobsen, Christi  K",11/01/2023 to 12/31/2023,C5,11/07/2023,McShane,,,,7975 W Badura Ave,Las Vegas ,NV,89113,,2,1500.0,fundraising to reelect christi jacobsen text message,PM,,,,,,,N
"Jacobsen, Christi  K",11/01/2023 to 12/31/2023,C5,11/01/2023,Anedot,,,,1920 McKinney Ave 7th floor,Dallas,TX,75201,,2,2098.88,anedot processing fees for donations from 11-01-2023 through 12-31-2023,PM,,,,,,,N
"Jacobsen, Christi  K",11/01/2023 to 12/31/2023,C5,12/01/2023,McShane,,,,7975 W Badura Ave,Las Vegas ,NV,89113,,2,3000.0,consulting services (Nov. & Dec.),PM,,,,,,,N
"Jacobsen, Christi  K",11/01/2023 to 12/31/2023,C5,11/01/2023,McShane,,,,7975 W Badura Ave,Las Vegas ,NV,89113,,2,3500.0,launch video to reelect christi jacobsen,PM,,,,,,,N
"Jacobsen, Christi  K",11/01/2023 to 12/31/2023,C5,12/06/2023,Event Thyme,,,,PO Box 4966,Helena,MT,59601,,2,445.0,food bar for gathering,PM,,,,,,,N
"Jacobsen, Christi  K",11/01/2023 to 12/31/2023,C5,11/12/2023,Vista Print,jazmin,l,king,Online,Missoula,MT,59802,,2,43.99,250 Business Cards,PM,,,,,,,N
"Mullen, Jesse  James",06/16/2024 to 08/20/2024,C5,07/10/2024,Element L Design,,,,1336 Helena Ave,Helena,MT,59601.0,,2,2550.0,CAMPAIGN SIGNS,GN,,,,,,,N
"Mullen, Jesse  James",06/16/2024 to 08/20/2024,C5,07/10/2024,,Kenneth,,Lavender,1900 Maurice Ave,Missoula,MT,59801.0,,2,2825.0,Campaign Consultant Fee,GN,,,,,,,N
"Mullen, Jesse  James",06/16/2024 to 08/20/2024,C5,07/09/2024,Safeway #1158,,,,201 N Main St,Deer Lodge,MT,59722.0,,2,143.22,supplies for Drummond parade,GN,,,,,,,N
"Mullen, Jesse  James",06/16/2024 to 08/20/2024,C5,07/08/2024,Courtyard by Marriott,,,,4559 N Reserve St,Missoula,MT,59808.0,,2,241.56,Hotel Room,GN,,,,,,,N
"Mullen, Jesse  James",06/16/2024 to 08/20/2024,C5,07/03/2024,Dialogue Digital,,,,8980 W Tennessee Ave,Lakewood,CO,80226.0,,2,2484.43,Digital Fundraising,GN,,,,,,,N
"Mullen, Jesse  James",06/16/2024 to 08/20/2024,C5,06/17/2024,Action Print,,,,110 W 13th St,Helena,MT,59601.0,,2,634.29,Printing,GN,,,,,,,N
"Mullen, Jesse  James",06/16/2024 to 08/20/2024,C5,07/01/2024,Red Lodge Pizza,,,,115 Broadway Ave S,Red Lodge ,MT,59068.0,,2,67.96,Meal for volunteers,GN,,,,,,,N
"Mullen, Jesse  James",06/16/2024 to 08/20/2024,C5,07/01/2024,Conoco - Red Lodge 1 1,,,,710 Broadway Ave N,Red Lodge,MT,59068.0,,2,60.51,fuel - volunteer top off tank to Livingston 119 miles,GN,,,,,,,N
"Mullen, Jesse  James",06/16/2024 to 08/20/2024,C5,07/01/2024,Exxon Three Forks #138,,,,10800 US HWY 287 STE 1,Three Forks,MT,59752.0,,2,50.0,fuel - volunteer top off three forks to red lodge. 176 miles,GN,,,,,,,N
"Mullen, Jesse  James",06/16/2024 to 08/20/2024,C5,07/01/2024,Costco Gas #0633,,,,3220 N. Reserve,Missoula,MT,59808.0,,2,31.11,Fuel volunteer tank top off - Three Forks 173 miles,GN,,,,,,,N
"Mullen, Jesse  James",06/16/2024 to 08/20/2024,C5,07/01/2024,Exxon Deer Lodge #1166,,,,203 N Main St,Deer Lodge,MT,59722.0,,2,28.15,Fuel - top off tank travel to Missoula 161 miles,GN,,,,,,,N
"Mullen, Jesse  James",06/16/2024 to 08/20/2024,C5,07/02/2024,X,,,,"1355 Market Street, Suite 900",San Francisco,CA,94103.0,,2,8.0,Subscription to X/Twitter,GN,,,,,,,N
"Mullen, Jesse  James",06/16/2024 to 08/20/2024,C5,07/01/2024,Beartotth Market,,,,201 Oakes Ave N,Red Lodge,MT,59068.0,,2,154.98,Supplies for event,GN,,,,,,,N
"Mullen, Jesse  James",06/16/2024 to 08/20/2024,C5,06/16/2024,Hill County Printing,,,,524 1st Ave,Havre,MT,59501.0,,2,154.22,PRINTING,GN,,,,,,,N
"Mullen, Jesse  James",06/16/2024 to 08/20/2024,C5,07/18/2024,Hill County Printing,,,,524 First St,Havre,MT,59501.0,,2,371.57,Envelope printing and shipping,GN,,,,,,,N
"Mullen, Jesse  James",06/16/2024 to 08/20/2024,C5,06/20/2024,Costco Wholesale,,,,PO Box 34331,Seattle,WA,98124.0,,2,149.99,Office Equipment & Supplies,GN,,,,,,,N
"Mullen, Jesse  James",06/16/2024 to 08/20/2024,C5,06/28/2024,Helena Independent Record,,,,2222 N Washington St,Helena,MT,59601.0,,2,14.99,Newspaper Subscription,GN,,,,,,,N
"Mullen, Jesse  James",06/16/2024 to 08/20/2024,C5,06/26/2024,Action Print Inc,,,,110 W 13th St,Helena,MT,59601.0,,2,1517.02,PRINTING/MAILING,GN,,,,,,,N
"Mullen, Jesse  James",06/16/2024 to 08/20/2024,C5,06/26/2024,Rome Enterprises,,,,506 2nd St,Deer Lodge,MT,59722.0,,2,42.7,SUPPLIES FOR HANGING UP SIGNS,GN,,,,,,,N
"Mullen, Jesse  James",06/16/2024 to 08/20/2024,C5,06/27/2024,Tagliare Delicatessen,,,,910 Wyoming St,Missoula,MT,59801.0,,2,134.52,Food for event,GN,,,,,,,N
"Mullen, Jesse  James",06/16/2024 to 08/20/2024,C5,06/21/2024,Action Print Inc,,,,110 W. 3rd St.,Helena,MT,59601.0,,2,1627.56,PRINTING/MAILING,GN,,,,,,,N
"Mullen, Jesse  James",06/16/2024 to 08/20/2024,C5,06/24/2024,Fics Dino Mart,,,,1007 Villiage Ln Suite B,Deer Lodge,MT,59722.0,,2,33.08,Top off gas tank - Deer Lodge to Missoula 162 miles,GN,,,,,,,N
"Mullen, Jesse  James",05/16/2024 to 06/15/2024,C5,06/13/2024,Lickety Print,,,,600 N Main St.,Deer Lodge,MT,59722.0,,2,618.95,SIGNS & Stickers,GN,,,,,,,N
"Mullen, Jesse  James",05/16/2024 to 06/15/2024,C5,06/13/2024,Action Print,,,,110 W. 13th St.,Helena,MT,59601.0,,2,854.08,Campaign Literature,GN,,,,,,,N
"Mullen, Jesse  James",05/16/2024 to 06/15/2024,C5,06/13/2024,Action Print,,,,110 W. 13th St. ,Helena,MT,59601.0,,2,160.0,Campaign Literature,GN,,,,,,,N
"Mullen, Jesse  James",05/16/2024 to 06/15/2024,C5,06/12/2024,Great American Bagel,,,,327 S. 24th St. West,Billings,MT,59102.0,,2,27.59,FOOD & DRINK ,GN,,,,,,,N
"Mullen, Jesse  James",05/16/2024 to 06/15/2024,C5,06/12/2024,City Brew Coffee,,,,4480 King Ave. East,Billings,MT,59101.0,,2,17.95,FOOD & DRINK ,GN,,,,,,,N
"Mullen, Jesse  James",05/16/2024 to 06/15/2024,C5,06/13/2024,FICS Plaza,,,,N. Main St.,Deer Lodge,MT,59722.0,,2,42.6,Gasoline,GN,,,,,,,N
"Mullen, Jesse  James",05/16/2024 to 06/15/2024,C5,06/08/2024,PJs Restaurant,,,,15 3rd. Ave,Havre,MT,59501.0,,2,64.25,FOOD & DRINK ,GN,,,,,,,N
"Mullen, Jesse  James",05/16/2024 to 06/15/2024,C5,05/25/2024,Cowpoke Ranch & Supply,,,,618 Main St. ,Deer Lodge,MT,59722.0,,2,80.0,T-Posts,PM,,,,,,,N
"Mullen, Jesse  James",05/16/2024 to 06/15/2024,C5,05/25/2024,Rome Enterprises,,,,506 2nd St.,Deer Lodge,MT,59722.0,,2,48.96,SIGN supplies & Marketing,PM,,,,,,,N
"Mullen, Jesse  James",05/16/2024 to 06/15/2024,C5,05/18/2024,Rice Fine Thai Cuisine,,,,140 E. Main St. Unite D,Bozeman,MT,59715.0,,2,74.0,FOOD & DRINK ,PM,,,,,,,N
"Mullen, Jesse  James",05/16/2024 to 06/15/2024,C5,05/18/2024,Exxon Express,,,,1210 S. Haynes Ave.,Miles City ,MT,59301.0,,2,17.0,Gasoline,PM,,,,,,,N
"Mullen, Jesse  James",05/16/2024 to 06/15/2024,C5,05/18/2024,Exxon Express,,,,1210 S. Haynes Ave.,Miles City,MT,59301.0,,2,32.96,Gasoline,PM,,,,,,,N
"Mullen, Jesse  James",05/16/2024 to 06/15/2024,C5,06/08/2024,Great Northern Inn,,,,1345 First St,Havre,MT,59501.0,,2,639.22,LODGING,GN,,,,,,,N
"Mullen, Jesse  James",04/16/2024 to 05/15/2024,C5,05/09/2024,Dialogue Digital,,,,8980 W Tennessee Ave,Lakewood,CO,80226.0,,2,1963.51,Campaign Communications,PM,,,,,,,N
"Mullen, Jesse  James",04/16/2024 to 05/15/2024,C5,05/01/2024,Hotel Arvon,,,,118 1st Ave S,Great Falls,MT,59401.0,,2,571.76,"Lodging, event in Great Falls",PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,04/10/2024,Victory Lanes,,,,514 4th St,Deer Lodge,MT,59722.0,,2,27.5,TBD,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,04/10/2024,USPS - Deer Lodge,,,,510 MAIN ST,DEER LODGE,MT,59722.0,,2,68.0,Postage,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,04/08/2024,USPS,,,,510 MAIN ST,DEER LODGE,MT,59722.0,,2,8.84,Postage,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,04/02/2024,Action Network ,,,,Washington DC,Washington,DC,20001.0,,2,20.7,Digital Fundraising,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,04/04/2024,Action Print,,,,110 West 13th Street,Helena,MT,59601.0,,2,1025.37,Helena invitation,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,04/09/2024,SB Digital,,,,2010 Massachusetts Ave NW Ste 200,Washington,DC,20036.0,,2,1000.0,Digital Fundraising,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,04/14/2024,Best Western Plus Clocktower Inn,,,,2511 1st Ave N,Billings,MT,59101.0,,2,185.71,Travel,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,04/14/2024,Best Western Plus Clocktower Inn,,,,2511 1st Ave N,Billings,MT,59101.0,,2,185.71,Travel (2 of 2),PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,04/12/2024,Astoria Hotel,,,,201 California St,Glendive,MT,59330.0,,2,87.4,Travel,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,04/12/2024,Astoria Hotel,,,,201 California St,Glendive,MT,59330.0,,2,80.92,Travel,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,03/28/2024,Lickety Print,,,,600 Main St. #3,Deer Lodge,MT,59722.0,,2,208.0,Campaign signs,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,03/27/2024,MailChimp,,,,405 N. Angier Ave NE,Atlanta,GA,30308.0,,2,800.0,Digital Fundraising,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,03/24/2024,Residence Inn,,,,125 N Plattee St,Missoula,MT,59802.0,,2,184.52,Travel,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,03/22/2024,DoubleTree,,,,27 N. 27th Street,Billings,MT,59101.0,,2,251.88,Travel,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,03/21/2024,Jakes Downtown,,,,2701 1st Ave North ,Billings,MT,59101.0,,2,40.25,Travel,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,03/21/2024,Holiday Inn Express,,,,251 W Holly St,Sidney,MT,59270.0,,2,92.68,Travel,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,03/21/2024,Holiday Inn Express,,,,251 W Holly St,Sidney,MT,59270.0,,2,87.68,Travel,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,03/20/2024,Hampton Inn - Whitefish,,,,6340 Hwy 93 S,Whitefish,MT,59937.0,,2,11.33,Travel,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,03/17/2024,Cavalier Lounge,,,,100 E. Broadway St,Butte,MT,59701.0,,2,131.0,TBD,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,03/19/2024,KGEZ,,,,P.O. Box 1596,Kalispell,MT,59903.0,,2,200.0,Advertising,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,03/17/2024,Safeway,,,,,Deer Lodge,MT,,,2,120.36,TBD,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,03/19/2024,Sign Now,,,,1844 Broadwater Ave. Suite 7A,Billings,MT,59102.0,,2,320.0,Campaign Signs ,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,03/26/2024,Action Print,,,,110 West 13th Street,Helena,MT,59601.0,,2,1326.35,Campaign materials,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,04/11/2024,Signs Now,,,,323 N Last Chance Gulch,Helena,MT,59601.0,,2,400.0,Campaign signs,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,04/14/2024,exxon 1381,,,Exxon 1381,  -,Three Forks,MT,59752.0,,2,24.93,Travel,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,04/14/2024,Conoco,,,,,Billings,MT,,,2,36.21,Travel,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,04/12/2024,Conoco Eddies Corner,,,,65000 US-87,Moore,MT,59464.0,,2,27.95,Travel,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,04/12/2024,Conoco,,,,806 Main,Roundup,MT,59072.0,,2,13.19,Travel,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,04/10/2024,Old Montana Inn,,,Old Montana Inn,809 Main St,Deer Lodge,MT,59722.0,,2,96.12,Travel,PM,,,,,,,N
"Mullen, Jesse  James",03/16/2024 to 04/15/2024,C5,04/11/2024,Conoco,,,,2401 N Montana Ave,Helena,MT,59601.0,,2,17.49,Travel,PM,,,,,,,N
